,mbti,character,movie_name,release_year
671,ESFP,"""All The Way"" Mae Mordabito",A League Of Their Own,1992.0
672,ESFP,Maria,Elite Squad,2007.0
673,ESFP,Michael,The Lost Boys,1987.0
674,ESFP,Luba,Mute,2018.0
675,ESFP,Nod,Epic,2013.0
676,ESFP,Tre Morales,Godzilla,
677,ESFP,Skippy,Robin Hood,1973.0
678,ESFP,Aphrodite,Clash Of The Titans,1981.0
679,ESFP,Jude,The Darkest Minds,2018.0
680,ESFP,Wez,Mad Max,
681,ESFP,Milo,The Adventures Of Milo And Otis,1986.0
682,ESFP,Mirtha,Blow,2001.0
683,ESFP,Sasha,Help I'M A Fish,
684,ESFP,Reagan Hall,Assassination Nation,2018.0
685,ESFP,Pete Fountaine,Gremlins,1984.0
687,ESFP,Kevin (Ghidorah'S Third Head),Godzilla,
688,ESFP,Doug Remer,Baseketball,1998.0
689,ESFP,General Custer,Night At The Museum,
690,ESFP,Billy,Carrie,1976.0
691,ESFP,Lucille,Sin City,2005.0
692,ESFP,Neto Gouveia,Tropa De Elite,
693,ESFP,"Tina ""Teeny"" Tercell",Now And Then,1995.0
694,ESFP,Carlita,Barbie Of Swan Lake,2003.0
695,ESFP,Prince Average,Red Shoes & The Seven Dwarfs,2019.0
696,ESFP,Guy Diamond,Trolls World Tour,
697,ESFP,Tenoch Iturbide,Y Tu Mamá También – Lust For Life,
698,ESFP,Willie Mays Hays,Major League,1989.0
699,ESFP,George W. Bush,Vice,
700,ESFP,Yoyo,Night On Earth,1991.0
701,ESFP,Emily,Toy Story,
702,ESFP,Anastasia,Cinderella,2015.0
703,ESFP,Sylwuś,Day Of The Wacko,
704,ESFP,Jack,Red Shoes & The Seven Dwarfs,2019.0
705,ESFP,Yukio,X-Men Cinematic Universe,
706,ESFP,Ike Clanton,Tombstone,1993.0
707,ESFP,Jimmy,The Babysitter,
708,ESFP,Strýc Václav,Pelíšky,1999.0
709,ESFP,Jenny,Eurotrip,2004.0
710,ESFP,Herb Overkill,Despicable Me,
711,ESFP,Ivan,Barbie Of Swan Lake,2003.0
712,ESFP,Monstro,Pinocchio,1940.0
713,ESFP,Carlala,Welcome To Marwen,
714,ESFP,Peter,Dunkirk,2017.0
715,ESFP,Sato,Ip Man,
716,ESFP,"Charlene ""Cha-Cha"" Di Gregorio",Grease,1978.0
718,ESFP,Manny,Dil Bechara,2020.0
719,ESFP,Buggin' Out,Do The Right Thing,
720,ESFP,Jim Berkley,Inside Llewyn Davis,2013.0
721,ESFP,Ellie,It Happened One Night,1934.0
722,ESFP,Jenny,The Human Centipede,
723,ESFP,Leah,Juno,2007.0
724,ESFP,Wade Whipple,Sonic The Hedgehog,2020.0
725,ESFP,Isabel,Sicario,
726,ESFP,Pavi Largo,Repo! The Genetic Opera,2008.0
727,ESFP,Timothy Cavendish,Cloud Atlas,
728,ESFP,Marianne Renoir,Pierrot Le Fou,
729,ESFP,Hugo,The Hunchback Of Notre Dame,1996.0
730,ESFP,Tigger,Christopher Robin,2018.0
731,ESFP,"Gregory ""Gregster"" Mcconnell",Cruel Intentions,1999.0
732,ESFP,David Larrabee,Sabrina,1954.0
733,ESFP,Sid,The Descendants,
734,ESFP,Grace Davis,The High Note,2020.0
735,ESFP,Checco,Quo Vado?,2016.0
736,ESFP,Robin,Project Power,2020.0
737,ESFP,Nefretiri,The Ten Commandments,1956.0
738,ESFP,Molt,A Bug'S Life,1998.0
739,ESFP,Jezzie,Jacob'S Ladder,1990.0
740,ESFP,Mrs. Mac,Black Christmas,1974.0
741,ESFP,Merrill Hess,Signs,2002.0
742,ESFP,Lancelot,First Knight,1995.0
743,ESFP,"Isaiah ""Juilliard""",Work It,
744,ESFP,Smokey,Friday,1995.0
745,ESFP,Diego Delgado,Blow,2001.0
746,ESFP,Frank Sachs,As Good As It Gets,1997.0
748,ESFP,Barry Cox,I Know What You Did Last Summer,1997.0
749,ESFP,Daisy,The Secret Life Of Pets,2016.0
751,ESFP,Shelby Eatenton-Latcherie,Steel Magnolias,1989.0
752,ESFP,Zak Young,Ferngully: The Last Rainforest,1992.0
753,ESFP,Raynald Of Chatillon,Kingdom Of Heaven,2005.0
754,ESFP,Janek,Alien,
756,ESFP,Paulette Rebchuck,Grease 2,1982.0
757,ESFP,Scott,Lemonade Mouth,2011.0
758,ESFP,Michael Ryan,Secret Admirer,1985.0
759,ESFP,Oscar,Armageddon,1998.0
760,ESFP,Ace Levy,Starship Troopers,1997.0
761,ESFP,Pepper Brooks,Dodgeball,2004.0
762,ESFP,Addison Corday,Saw,2004.0
763,ESFP,Nicky,The 40-Year-Old Virgin,2005.0
764,ESFP,Patric,Children Of Men,2006.0
765,ESFP,Angie Anderson,Pineapple Express,2008.0
766,ESFP,Shellie,Sin City,2005.0
767,ESFP,"Ron Wilson, Bus Driver",Sky High,2005.0
768,ESFP,Hassan,Four Lions,2010.0
769,ESFP,Bernie Riley,"Crazy, Stupid, Love",2011.0
771,ESFP,Sebastian,Lady Macbeth,2016.0
772,ESFP,Sam,Miss Stevens,2016.0
773,ESFP,Elody,Before I Fall,2017.0
774,ESFP,Nathan,Dear Nathan,
775,ESFP,Vasily Stalin,The Death Of Stalin,2017.0
776,ESFP,Johnny Wilcox,Okja,2017.0
777,ESFP,Lynetta Loski,Flipped,2010.0
778,ESFP,Ecstatic Child,Goat Story,
779,ESFP,Ramón,Happy Feet,
780,ESFP,Kate,Twilight,
781,ESFP,Gigi,The Neon Demon,2016.0
782,ESFP,Tina Gray,A Nightmare On Elm Street,1984.0
783,ESFP,Markie Cameron,Truth Or Dare,
784,ESFP,Jan Brown,Buffalo ‘66,1998.0
785,ESFP,Ms. Johnston,Jingle Jangle: A Christmas Journey,2020.0
786,ESFP,Caroline Wolff,This Boy'S Life,1993.0
787,ESFP,Alex Carlson,13 Going On 30,2004.0
788,ESFP,Bryony,Arthur Christmas,
790,ESFP,Lina Lamont,Singin' In The Rain,1952.0
791,ESFP,Thomas 'Tommy' Jarvis,Friday The 13Th,1980.0
792,ESFP,Ariel Moore,Footloose,1984.0
793,ESFP,Woman In Apartment,Tetsuo: The Iron Man,1989.0
794,ESFP,Skye,Then Came You,2018.0
795,ESFP,Warren,Death Proof,2007.0
796,ESFP,Sheriff Bart,Blazing Saddles,
798,ESFP,Violet,Pretty Baby,1978.0
800,ESFP,Junior,Panic Room,
801,ESFP,Jay,View Askewniverse,
802,ESFP,Andy Dufresne'S Wife,The Shawshank Redemption,1994.0
803,ESFP,Johnny Nogerelli,Grease 2,1982.0
805,ESFP,Charley Ford,The Assassination Of Jesse James By The Coward Robert Ford,2007.0
806,ESFP,Derek,Blow,2001.0
808,ESFP,Hutch,Van Wilder,2002.0
810,ESFP,Erica,Flower,2017.0
811,ESFP,W. P. Inman,Cold Mountain,
812,ESFP,Satoshi (Ash Ketchum),Mewtwo Strikes Back: Evolution,2019.0
813,ESFP,Hernán,25 Watts,
814,ESFP,Agnes Stark,Florence Foster Jenkins,2016.0
815,ESFP,Lydia,The Other Woman,2014.0
816,ESFP,Sebastian Brown,Nanny Mcphee,2005.0
817,ESFP,Wilder,High-Rise,
818,ESFP,Lars,The Thing,2011.0
819,ESFP,Libby / Boltie,Super,2010.0
820,ESFP,Darren,A Simple Favor,2018.0
821,ESFP,Ivanhoe,Blackkklansman,2018.0
822,ESFP,The Girl,The Seven Year Itch,1955.0
823,ESFP,Zoe Plummer,The Pacifier,2005.0
824,ESFP,Nuta,Vabank,
825,ESFP,Jericho “Turbo” Jones,Undisputed,
826,ESFP,Claire Clairmont,Mary Shelley,2017.0
827,ESFP,Reagan,The Barbie Diaries,
828,ESFP,Elisa,Intouchables,2011.0
829,ESFP,Kara,American Pie,
833,ESFP,Bob,The Blues Brothers,1980.0
834,ESFP,Edie Fitzgerald,We'Re The Millers,2013.0
835,ESFP,Jerry Goldsmith,House Of 1000 Corpses,2003.0
836,ESFP,Jesse Attica,Takers,
838,ESFP,Gwen Turner,Mallrats,1995.0
839,ESFP,Crazy Babysitter Twins,Planet Terror,2007.0
840,ESFP,Shelby,The Clique,
841,ESFP,Ali Nazik,Muhsin Bey,
842,ESFP,Cheechee,Teen Beach Movie,
843,ESFP,Sorina Luminita,Pain And Gain,2013.0
844,ESFP,Jazz,Transformers,
845,ESFP,Max Baer,Cinderella Man,2005.0
846,ESFP,Roy Laferty,The Devil All The Time,2020.0
847,ESFP,Amber,American Pie,
848,ESFP,Marimba,Trolls World Tour,
849,ESFP,Lee Montgomery,Death Proof,2007.0
850,ESFP,"Hal Jordan ""Green Lantern""",Dc Animated Movie Universe,
851,ESFP,Jan,Grease,1978.0
854,ESFP,Gwyneth,The Kissing Booth,
855,ESFP,Drisella,Cinderella,2015.0
856,ESFP,Gamma,Up,2009.0
858,ESFP,Rory Peters,Final Destination 2,2003.0
859,ESFP,Cammi,Sideways,2004.0
860,ESFP,Truvy Jones,Steel Magnolias,1989.0
861,ESFP,Buster,Toy Story,
862,ESFP,Iona,Pretty In Pink,1986.0
863,ESFP,Omega,Up,2009.0
864,ESFP,Duffy,Robocop,
865,ESFP,Caitlin Bree,Clerks,1994.0
866,ESFP,Crash,Ice Age,
867,ESFP,Murray,Hotel Transylvania,2012.0
868,ESFP,Anjali Khanna,Kuch Kuch Hota Hai,
869,ESFP,Mike Engelberg,Bad News Bears,2005.0
870,ESFP,Toole - Soldier In Fistfight,Barry Lyndon,1975.0
872,ESFP,Robert Morse,Alien,
873,ESFP,Russell Gettis,Bad Teacher,
874,ESFP,"Alan ""Yeah-Yeah"" Mcclennan",The Sandlot,1993.0
875,ESFP,John Landon,Planet Of The Apes,1968.0
876,ESFP,Piper Pinwheeler,Robots,2005.0
877,ESFP,Rachel,Heart,2006.0
879,ESFP,Nicky Dimes,True Romance,1993.0
880,ESFP,Manager,Be With You,
881,ESFP,Hud,Cloverfield,2008.0
882,ESFP,Peter Pan,Pan,2015.0
883,ESFP,Jason,The Intern,2015.0
885,ESFP,Roxane,Alexander,2004.0
886,ESFP,Bob Hinson,A League Of Their Own,1992.0
887,ESFP,Maura,What'S Up With Love?,2002.0
889,ESFP,Brock Hudson,She’S All That,
891,ESFP,Pascal,The Red Balloon,1956.0
892,ESFP,Xiaoxiao Fang,Us And Them,2018.0
893,ESFP,Max,Arthur And The Invisibles,
894,ESFP,Bobbie Markowe,The Stepford Wives,1975.0
895,ESFP,Lisa P.,Adventureland,2009.0
896,ESFP,Albert Torena,Heat,1995.0
898,ESFP,Johnny Caspar,Miller'S Crossing,1990.0
899,ESFP,Ami Ozawa,The Forest Of Love,2019.0
900,ESFP,Daffy,Gremlins 2: The New Batch,
901,ESFP,"Lisa/Kunigunda, Plog'S Wife",The Seventh Seal,1957.0
904,ESFP,Sir Smoke-A-Lot,Half Baked,1998.0
905,ESFP,Scarface,Half Baked,1998.0
906,ESFP,Young Girl,Un Chien Andalou,1929.0
908,ESFP,Sonny Latieri,Grease,1978.0
909,ESFP,Osamu Shibata,Shoplifters,
910,ESFP,Rumi,Dear Zindagi,
913,ESFP,Inga,Young Frankenstein,
914,ESFP,Elin,Show Me Love / Fucking Åmål,1998.0
916,ESFP,Bear,American Pie,
917,ESFP,Medusa,Clash Of The Teetans,
919,ESFP,Henry Frankenstein,Frankenstein,
921,ESFP,Sgt. Nick Lassard,Police Academy,
922,ESFP,Mudflap,Transformers,
923,ESFP,"Aunt ""Pittypat"" Hamilton",Gone With The Wind,1939.0
924,ESFP,Ruth,The Willoughbys,2020.0
926,ESFP,"Robert ""Bob"" Rusk",Frenzy,1972.0
928,ESFP,Doody,Grease,1978.0
929,ESFP,Snouts,Barbie In A Mermaid Tale,
930,ESFP,Hüsnü,Yedi Bela Hüsnü,1982.0
931,ESFP,Curley'S Wife,Of Mice And Men,1992.0
932,ESFP,Angela,Night On Earth,1991.0
933,ESFP,Kit De Luca,Pretty Woman,1990.0
934,ESFP,Cody Nicholson,True Romance,1993.0
935,ESFP,Detective Greenly,The Boondock Saints,1999.0
937,ESFP,"Marcie ""Foxy"" Fox",Jawbreaker,1999.0
938,ESFP,Romy White,Romy And Michele'S High School Reunion,1997.0
939,ESFP,David Larrabee,Sabrina,1995.0
940,ESFP,Mary D'Annunzio,25Th Hour,
941,ESFP,Freddy Eynsford-Hill,My Fair Lady,
942,ESFP,A.J.,Flight Of The Phoenix,2004.0
943,ESFP,Annie Brackett,Halloween,
945,ESFP,Brooke Lalaine,Thirteen,2003.0
946,ESFP,Marishka,Van Helsing,2004.0
947,ESFP,Tom Hewett,Match Point,2005.0
948,ESFP,Baby Face Nelson,Public Enemies,2009.0
950,ESFP,Momo,Next Gen,2018.0
952,ESFP,Adèle Varens,Jane Eyre,2011.0
953,ESFP,Fozzie,The Muppets,
954,ESFP,Christian Vii Of Denmark,A Royal Affair,2012.0
955,ESFP,Jane Harmon,The First Time,2012.0
956,ESFP,Cami Q.,Radio Rebel,2012.0
957,ESFP,Daniel Becker,Fack Ju Göthe,
958,ESFP,Zélia,Minha Mãe É Uma Peça,
959,ESFP,Martin,Chef,2014.0
960,ESFP,Jamie Shipley,The Big Short,2015.0
961,ESFP,Tuck,A Bug'S Life,1998.0
962,ESFP,Roll,A Bug'S Life,1998.0
963,ESFP,Raggedy Andy,Raggedy Ann & Andy: A Musical Adventure,1977.0
964,ESFP,Roo,Christopher Robin,2018.0
965,ESFP,Kannonzaki,River'S Edge,2018.0
966,ESFP,Bryan,Love Wedding Repeat,2020.0
967,ESFP,King Gator,All Dogs Go To Heaven,1989.0
968,ESFP,Katy,Goat Story,
969,ESFP,Fugax,The Ant Bully,
970,ESFP,Wilbur,The Rescuers,1977.0
971,ESFP,Jack,Dorbees: Making Decisions,
972,ESFP,Chet Alexander,Monsters University,2013.0
973,ESFP,Lisa,Zathura,
974,ESFP,Karen Googlestein,White Chicks,2004.0
977,ESFP,Felix Leiter (Rik Van Nutter / Thunderball),James Bond,
978,ESFP,Jean Hamilton,The Perfect Man,2005.0
979,ESFP,The Tree,The Last Unicorn,1982.0
981,ESFP,Shiori Tsuda,All About Lily Chou-Chou,2001.0
982,ESFP,Neely O'Hara,Valley Of The Dolls,1967.0
983,ESFP,Manny Heffley,Diary Of A Wimpy Kid: The Long Haul,
984,ESFP,Dalia Alton,What If,2013.0
986,ESFP,Lexie,Megan Is Missing,2011.0
988,ESFP,Marina Del Rey,The Little Mermaid,1989.0
989,ESFP,Ghost Of Christmas Present,Scrooged,1988.0
990,ESFP,Meishan,Raise The Red Lantern,1991.0
992,ESFP,Trip Hurudie,Detroit Rock City,1999.0
993,ESFP,"Wallace A. Weems "" Ripcord""",G.I. Joe,
994,ESFP,Fuller Mccallister,Home Alone,1990.0
995,ESFP,Blue Boy,K-12,2019.0
996,ESFP,Yaşar,Happy Days,
997,ESFP,Gabu,Arashi No Yoru Ni,
998,ESFP,Bull,Robin Hood: Prince Of Thieves,1991.0
999,ESFP,François,By The Sea,2015.0
1000,ESFP,Harvey Shine,Last Chance Harvey,2008.0
1001,ESFP,Prince Alcott,Mirror Mirror,2012.0
1002,ESFP,Cha Young-Jin,The Priests,2015.0
1003,ESFP,Joe Fusco Jr.,While You Were Sleeping,1995.0
1004,ESFP,Unosuke - Gunfighter,Yojimbo,1961.0
1005,ESFP,Rohan Raichand,Kabhi Khushi Kabhie Gham...,2001.0
1006,ESFP,Mungojerrie,Cats,2019.0
1007,ESFP,"""Sunflower""",Dallas Buyer'S Club,2013.0
1008,ESFP,The Man,Sunrise: A Song Of Two Humans,
1009,ESFP,Ali Khan,Dhoom,
1010,ESFP,Olivia,The Kissing Booth,
1011,ESFP,Queen Cassiopeia,Clash Of The Teetans,
1012,ESFP,Marshal Dinkley,The Fast And The Furious,
1013,ESFP,Gina,Parenti Serpenti,1992.0
1014,ESFP,Omar,Atlantics,2019.0
1015,ESFP,Lucia,Feel The Beat,2020.0
1016,ESFP,J.T.,My Cousin Vinny,1992.0
1017,ESFP,Megan Garris,Friday The 13Th,1980.0
1018,ESFP,Penny Sycamore,You Can'T Take It With You,1938.0
1019,ESFP,Zoe,Moms' Night Out,2014.0
1020,ESFP,Susan Gardner,Charlie Bartlett,
1021,ESFP,Ned & Zed,Planes,2013.0
1022,ESFP,Charlie (Velociraptor),Jurassic Park / Jurassic World,
1023,ESFP,Mehitabel,Shinbone Alley,
1024,ESFP,Arash,A Girl Walks Home Alone At Night,2014.0
1025,ESFP,"Ebby ""Nuke"" Laloosh",Bull Durham,1988.0
1026,ESFP,Lola Perez,Adventures In Babysitting,
1027,ESFP,Kiddi,Rams,2015.0
1028,ESFP,Susan Carpenter,The Book Of Henry,2017.0
1029,ESFP,Irene P. Waters,"Me, Myself & Irene",2000.0
1030,ESFP,Mia,American Pie,
1031,ESFP,Fraulein Brandi,American Pie,
1032,ESFP,Melvin Plugg,Tremors,
1033,ESFP,Maddalena,Accattone,1961.0
1034,ESFP,Skekayuk The Gourmand,The Dark Crystal,1982.0
1035,ESFP,Mia,The Kissing Booth,
1036,ESFP,Isabel Graysmark,The Light Between Oceans,2016.0
1037,ESFP,Ray Jackson,Bloodsport,1988.0
1038,ESFP,Derry Jenner,Jeepers Creepers,
1039,ESFP,Gryffin,The Quest For Camelot,1998.0
1040,ESFP,Francis,Platoon,1986.0
1041,ESFP,Raphina,Sing Street,2016.0
1042,ESFP,Tessa Duran,Eye Candy,
1043,ESFP,Lynette Pomeroy,An Officer And A Gentleman,1982.0
1044,ESFP,Millard Nullings,Miss Peregrine'S Home For Peculiar Children,2016.0
1045,ESFP,Trina,Maze Runner,
1046,ESFP,Kim Joon-Ho,The Priests,2015.0
1047,ESFP,Robbie Weirdicht/“Bob Stone”,Central Intelligence,
1048,ESFP,Bolt Jenkins,Animalympics,
1049,ESFP,Julie Newman,Click,
1050,ESFP,Manuel,Gigi,1958.0
1051,ESFP,Jess Crichton,A Long Way Down,2014.0
1052,ESFP,"William ""Bill"" S. Preston",Bill & Ted Face The Music,2020.0
1053,ESFP,Freeway Ricky Ross,Kill The Messenger,
1054,ESFP,Alicia,The Beguiled,2017.0
1055,ESFP,Doris Thatcher (Hot Fuzz),The Cornetto Trilogy,
1056,ESFP,Marie,"Maries Lied: Ich War, Ich Weiß Nicht Wo",
1057,ESFP,Johnny,In America,2002.0
1058,ESFP,Odessa Mitty,The Secret Life Of Walter Mitty,2013.0
1059,ESFP,Tiko 'Tko' Martinez,Alpha Dog,2006.0
1060,ESFP,Hayley,Love Wedding Repeat,2020.0
1061,ESFP,Todd Flannery,The Grey,2011.0
1062,ESFP,Tamara Jikan,2012,
1063,ESFP,Figdet,The Great Mouse Detective,1986.0
1064,ESFP,Twilight,Legend Of The Guardians: The Owls Of Ga'Hoole,
1065,ESFP,Requin,Tango & Cash,
1066,ESFP,Erica,Suburbia,1996.0
1067,ESFP,Corbin,The Chorus,2004.0
1068,ESFP,Steve,Cloudy With A Chance Of Meatballs,2009.0
1069,ESFP,Nai,Captain Fantastic,2016.0
1070,ESFP,Mickey Rubin,Wonder Wheel,2017.0
1071,ESFP,Smidge,Trolls World Tour,
1072,ESFP,Frank,Mrs. Doubtfire,1993.0
1073,ESFP,Bupkus,Space Jam,1996.0
1074,ESFP,Shalika,Boyz N The Hood,1991.0
1075,ESFP,Ezequiel,Carandiru,2003.0
1076,ESFP,Lacey Underall,Caddyshack,
1077,ESFP,Paige Edwards,House Of Wax,2005.0
1078,ESFP,Charlie,Midnight Sun,
1079,ESFP,Caroline Bingley,Pride And Prejudice And Zombies,2016.0
1080,ESFP,Brian Crown/Blue Falcon,Scoob!,2020.0
1081,ESFP,Lauren Hannon,Black Christmas,2006.0
1082,ESFP,Melissa Kitt,Black Christmas,2006.0
1083,ESFP,Daxos,300,
1084,ESFP,Jesse,Blades Of Glory,2007.0
1085,ESFP,Sarah Hill,Soul Surfer,2011.0
1086,ESFP,Tecopa,Tremors 4: The Legend Begins,
1087,ESFP,Laura Hunter,Saw,2004.0
1088,ESFP,Fred Jones,Scoob!,2020.0
1089,ESFP,Emre,The Way We Are,
1090,ESFP,Long Duk Dong,Sixteen Candles,1984.0
1091,ESFP,Dane,Guns Akimbo,2020.0
1092,ESFP,Sameer,Dc Extended Universe,
1093,ESFP,Drew Boley,Rock Of Ages,2012.0
1094,ESFP,Peter Foley,The Dark Knight Trilogy,
1095,ESFP,Christa-Maria Sieland,The Lives Of Others,2006.0
1096,ESFP,Huevito Afeminado,Una Pelicula De Huevos,
1097,ESFP,Ariel Moore,Footloose,2011.0
1098,ESFP,Son,The Red Turtle,
1099,ESFP,"Yasutora ""Chad"" Sado",Bleach,2018.0
1100,ESFP,Madame Ginoux,At Eternity'S Gate,2018.0
1101,ESFP,Galatea,Bicentennial Man,1999.0
1102,ESFP,Tiffany Simmons,Madea,
1103,ESFP,Sara (Present),Wild Strawberries,
1104,ESFP,Chunjin,The Manchurian Candidate,1962.0
1105,ESFP,Sigfrid Borg,Wild Strawberries,
1106,ESFP,Felix,Stuber,2019.0
1107,ESFP,Jules,St. Elmo'S Fire,1985.0
1108,ESFP,Johnny Burfoot,My Beautiful Laudrette,
1109,ESFP,James Corden,Yesterday,2019.0
1110,ESFP,Piero,L'Eclisse,1962.0
1111,ESFP,Von Schenken,Ondskan / Evil,2003.0
1112,ESFP,Lee So Hee,The Battleship Island,
1113,ESFP,Jennifer Mack,Wargames,
1114,ESFP,Eddie,Ice Age,
1115,ESFP,Mr. Jones,Toy Story,
1116,ESFP,Hiro Sakurai,Koizora,2007.0
1117,ESFP,Hubie’S Mom,Hubie Halloween,2020.0
1118,ESFP,Alice Sycamore,You Can'T Take It With You,1938.0
1119,ESFP,Chris Smith,Killer Joe,2011.0
1120,ESFP,Billy The Kid,Bill And Ted,
1121,ESFP,Rool,Willow,1988.0
1122,ESFP,Charlotte Howe,The Art Of Getting By,
1123,ESFP,Roy,The Perfect Score,2004.0
1124,ESFP,Gabby Johnson,Blazing Saddles,
1125,ESFP,Dustin Davis,Twister,
1126,ESFP,Cyril,Breaking Away,1979.0
1127,ESFP,Alberto,I Vitelloni,1953.0
1128,ESFP,Yuri,Zabuti,2019.0
1129,ESFP,Drunk,Never Cry Wolf,
1130,ESFP,Mike,Never Cry Wolf,
1131,ESFP,Park Ki-Joon,Midnight Runners,2017.0
1132,ESFP,Feyzo,Kibar Feyzo,1978.0
1133,ESFP,Selin,Masal Şatosu,
1134,ESFP,Prince John,Robin Hood: Men In Tights,
1135,ESFP,Angela,Matchstick Men,2003.0
1136,ESFP,Vicky,Millennium Mambo,
1137,ESFP,Gradisca,Amarcord,1973.0
1138,ESFP,Kenny Fisher,Can'T Hardly Wait,1998.0
1139,ESFP,Kaylo,Crank,
1140,ESFP,Hattie Mae,Madea,
1141,ESFP,Alexa,Realityhigh,
1142,ESFP,Jang-Ho,Time To Hunt,2020.0
1143,ESFP,Azusa Odagiri,Hot Gimmick: Girl Meets Boy,2019.0
1144,ESFP,Lola,Lol,
1145,ESFP,Wimp Lo,Kung Pow: Enter The Fist,2002.0
1146,ESFP,Miss Tasty,Sex Drive,2008.0
1147,ESFP,"Mildred ""Millie"" Lammoreaux",3 Women,1977.0
1148,ESFP,Animal,The Muppets,
1149,ESFP,Betameche,Arthur And The Invisibles,
1150,ESFP,Marinês,The Man Who Copied,2003.0
1151,ESFP,Ben Newman,Click,
1152,ESFP,Billie,"Faster, Pussycat! Kill! Kill!",1965.0
1153,ESFP,Shashinarayan,The World Of Apu,1959.0
1154,ESFP,Captive Selenite,A Trip To The Moon,1902.0
1155,ESFP,Martin Axe,Bloodshot,2020.0
1156,ESFP,Lucinda,Ella Enchanted,2004.0
1157,ESFP,Kenneth Lawrence,Rope,1948.0
1158,ESFP,David Kentley,Rope,1948.0
1159,ESFP,Selenites,A Trip To The Moon,1902.0
1160,ESFP,Agreeing Astronomers,A Trip To The Moon,1902.0
1161,ESFP,The Stars,A Trip To The Moon,1902.0
1162,ESFP,Chocolat / Rafael Padilla,Chocolat,
1163,ESFP,Raju,Hera Pheri,2000.0
1164,ESFP,Jean,Madre,2019.0
1165,ESFP,Pina Fantozzi (Milena Vukotic),Fantozzi,1975.0
1166,ESFP,Mr. Gristle,The Boxtrolls,2014.0
1167,ESFP,Linda Houston,Dancer In The Dark,2000.0
1168,ESFP,Tommy Frigo,Adventureland,2009.0
1169,ESFP,Nanette,Gnomeo And Juliet,
1170,ESFP,Cadet Deak Williams,Major Payne,
1171,ESFP,Lily Desange,Mama,
1172,ESFP,Taka,Queen,2013.0
1173,ESFP,Jeanne,La Ceremonie,
1174,ESFP,Sophia Preston,Eye Candy,
1175,ESFP,Mike Engelberg,The Bad News Bears,1976.0
1176,ESFP,Vicky,Halloween,2018.0
1177,ESFP,Miss Elisabeth,Austenland,
1178,ESFP,Martin,Austenland,
1179,ESFP,Hatice,Whisper If I Forget,
1180,ESFP,Brij Nath,Mission: Impossible,
1181,ESFP,Rhonda,Song To Song,2017.0
1182,ESFP,Amorti Kazım,Korkusuz Korkak,1979.0
1183,ESFP,So - Hee,Twenty,
1184,ESFP,Dolly,3 Generations,2015.0
1185,ESFP,Carver Doone,Lorna Doone,2000.0
1186,ESFP,Ella,Encino Man,1992.0
1187,ESFP,Lexie,Safe Haven,
1188,ESFP,Pamela,Phone Booth,2002.0
1189,ESFP,Qüdrət,Məhəllə,
1190,ESFP,Karen,Ichi The Killer,2001.0
1191,ESFP,Kati Kass,Klass,2007.0
1192,ESFP,Ella Pador,Camp Rock,2008.0
1193,ESFP,Adrien,Raw/Grave,2016.0
1194,ESFP,Kay Engel,Freier Fall - Free Fall,
1195,ESFP,Jemma,Host,2020.0
1196,ESFP,David,American Flyers,1985.0
1197,ESFP,Scott Howard,Teen Wolf,1985.0
1198,ESFP,Diego,The Babysitter,
1199,ESFP,Aunt Voula,My Big Fat Greek Wedding,
1200,ESFP,Father Mcfeely,Scary Movie,
1201,ESFP,Candice Hooper,Final Destination 5,2011.0
1202,ESFP,Lee Gates,Money Monster,2016.0
1203,ESFP,Jessie Adams,Spree,
1204,ESFP,Dipper,Planes,2013.0
1205,ESFP,Benny Zadir,Roxbury,1998.0
1206,ESFP,Craig,Roxbury,1998.0
1207,ESFP,"Matt ""Jonesy"" Jones",Wrong Turn 2,
1208,ESFP,Crazy Mario,A Bronx Tale,1993.0
1209,ESFP,Blaire Lily,Unfriended,2014.0
1210,ESFP,Eliş,Məhəllə,
1211,ESFP,"Susan ""Sue"" Charlton",Crocodile Dundee,
1212,ESFP,Sunehri,Dhoom,
1213,ESFP,Yolandi,Chappie,2015.0
1214,ESFP,Skids,Transformers,
1215,ESFP,"Ronald ""Ron"" Thompson","Honey, I...",
1216,ESFP,Scrad,Men In Black,
1217,ESFP,Nordberg,The Naked Gun,
1218,ESFP,Joe Cox,Robocop,
1219,ESFP,Tommy Gunn,Rocky,
1220,ESFP,Deborah Anne Fimple,Secret Admirer,1985.0
1221,ESFP,Valentina,Transporter,
1222,ESFP,Ellie Lansing,Lady Driver,2020.0
1223,ESFP,Serendipity,View Askewniverse,
1224,ESFP,Dirty Steve Stephens,Young Guns,
1225,ESFP,David Holm,The Phantom Carriage,1921.0
1226,ESFP,The Woman From The City,Sunrise: A Song Of Two Humans,
1227,ESFP,Guy Diamond,Trolls,
1228,ESFP,Ludovic,Beauty And The Beast,1946.0
1229,ESFP,Rifki,Midnight Express,1978.0
1230,ESFP,Katharine 'Kitty' March,Scarlet Street,1945.0
1231,ESFP,Angela Vickers,A Place In The Sun,
1232,ESFP,Christina,Circle,2015.0
1233,ESFP,Liane D'Exelmans,Gigi,1958.0
1234,ESFP,The Dog Chasing The Balloon,The Red Balloon,1956.0
1235,ESFP,Tancredi Falconeri,The Leopard,1963.0
1236,ESFP,Lili Von Shtüpp,Blazing Saddles,
1237,ESFP,Raymond Marble,Pink Flamingos,1972.0
