,mbti,character,movie_name,release_year
10947,ISFP,Peache'S Boyfriend,Ken Park,2002.0
10948,ISFP,Georgie,Twisted Nerve,1968.0
10949,ISFP,Petra,Rounders,1998.0
10950,ISFP,Holly,Badlands,1973.0
10951,ISFP,Gondo,Isle Of Dogs,2018.0
10952,ISFP,Lacey,Barbie And The 12 Dancing Princesses,2006.0
10953,ISFP,Cherie Currie,The Runaways,2010.0
10954,ISFP,Rihanna,This Is The End,2013.0
10955,ISFP,Channing Tatum,This Is The End,2013.0
10956,ISFP,Charlie Mills,Being Charlie,
10957,ISFP,Harry,The Karate Kid,2010.0
10958,ISFP,Horus,Gods Of Egypt,
10959,ISFP,Eric,Mysterious Skin,2004.0
10960,ISFP,Kitana,Mortal Kombat Legends: Scorpion'S Revenge,2020.0
10961,ISFP,Felix,Mixed Nuts,
10962,ISFP,Yuichi Sumida,Himizu,2011.0
10963,ISFP,Pickett The Bowtruckle,Fantastic Beasts,
10964,ISFP,Lisa Connelly,Bully,2001.0
10965,ISFP,Ramon Hall,Honest Thief,
10966,ISFP,William Beech,Goodnight Mister Tom,
10967,ISFP,"Dashiell R. Faireborn "" Flint""",G.I. Joe,
10968,ISFP,Darvell,Byzantium,
10969,ISFP,Eliot Loudermilk,Scrooged,1988.0
10970,ISFP,Colin Tucker (Agent Tucker),Johnny English Reborn,
10971,ISFP,Ashley Jones,Pitch Perfect,
10972,ISFP,Solara,The Book Of Eli,
10973,ISFP,Olivia Weston (Sister Olivia),Trash,
10974,ISFP,Dylan,Bratz: The Movie,2007.0
10975,ISFP,Effie White,Dreamgirls,2006.0
10976,ISFP,Cecília,Ana E Vitória,
10977,ISFP,Slow Drag,Ma Rainey'S Black Bottom,2020.0
10978,ISFP,Dussie Mae,Ma Rainey'S Black Bottom,2020.0
10979,ISFP,Frank,Old School,2003.0
10980,ISFP,Soldado Almonacid (Chilote),My Best Enemy,2005.0
10981,ISFP,Marc,The Bling Ring,2013.0
10982,ISFP,Guapo,Ferdinand,
10983,ISFP,Rafa,Cinderela Pop,
10984,ISFP,Nando,"Fala Sério, Mãe!",
10985,ISFP,João,Modo Avião,
10986,ISFP,Isabel Fuentes,Fools Rush In,1997.0
10987,ISFP,Jane Henderson,"Paris, Texas",1984.0
10988,ISFP,Axel Von Fersen,Marie Antoinette,2006.0
10989,ISFP,Lizzy,The Endless,
10991,ISFP,Lauren Monroe,Inheritance,
10992,ISFP,David Piccolo,Eat Pray Love,
10993,ISFP,Rosaline,Shakespeare In Love,
10994,ISFP,Roy Burns,Friday The 13Th,1980.0
10995,ISFP,Skip Martin,Pleasantville,1998.0
10997,ISFP,Jocelyn,A Knight'S Tale,2001.0
10998,ISFP,Dave Boyle,Mystic River,
10999,ISFP,Bekir,Destiny,
11000,ISFP,Madeleine,Suite Française,2015.0
11001,ISFP,Jeremy Melton,Valentine,2001.0
11002,ISFP,Dorothy,Valentine,2001.0
11003,ISFP,Lily,Valentine,2001.0
11007,ISFP,T.B. Player,That Thing You Do!,1996.0
11009,ISFJ,"Steve Rogers ""Captain America""",Marvel Cinematic Universe,
11010,ISFJ,"T'Challa ""Black Panther""",Marvel Cinematic Universe,
11011,ISFJ,"Samwise ""Sam"" Gamgee",The Lord Of The Rings,
11012,ISFJ,Brian Johnson,The Breakfast Club,1985.0
11013,ISFJ,The Narrator,Fight Club,1999.0
11014,ISFJ,Fear,Inside Out,2015.0
11015,ISFJ,Ginny Weasley,Harry Potter,
11016,ISFJ,Cady Heron,Mean Girls,2004.0
11017,ISFJ,C-3Po,Star Wars,
11018,ISFJ,Cinderella,Cinderella,1950.0
11019,ISFJ,Neville Longbottom,Harry Potter,
11020,ISFJ,Bilbo Baggins,The Hobbit,
11021,ISFJ,Groot,Marvel Cinematic Universe,
11022,ISFJ,Forrest Gump,Forrest Gump,1994.0
11023,ISFJ,Pepper Potts,Marvel Cinematic Universe,
11024,ISFJ,"Clark Kent ""Superman""",Dc Extended Universe,
11025,ISFJ,Baymax,Big Hero 6,2014.0
11026,ISFJ,Charlie Bucket,Charlie And The Chocolate Factory,2005.0
11027,ISFJ,Will Turner,Pirates Of The Caribbean,
11028,ISFJ,Dawn Bellwether,Zootopia,2016.0
11029,ISFJ,Alfred Pennyworth,The Dark Knight Trilogy,
11030,ISFJ,Marta Cabrera,Knives Out,2019.0
11031,ISFJ,Andrew Clark,The Breakfast Club,1985.0
11032,ISFJ,Cho Chang,Harry Potter,
11033,ISFJ,Melman The Giraffe,Madagascar,
11034,ISFJ,Bo-Peep,Toy Story,
11035,ISFJ,Anastasia Steele,Fifty Shades Of Grey,
11036,ISFJ,Tina Goldstein,Fantastic Beasts,
11037,ISFJ,Joel Barish,Eternal Sunshine Of The Spotless Mind,2004.0
11038,ISFJ,Peter Pettigrew,Harry Potter,
11039,ISFJ,Primrose Everdeen,The Hunger Games,
11040,ISFJ,Wendy Torrance,The Shining,1980.0
11041,ISFJ,"Elizabeth ""Beth"" March",Little Women,2019.0
11042,ISFJ,Piglet,Winnie The Pooh,2011.0
11043,ISFJ,Jane Bennet,Pride And Prejudice,2005.0
11044,ISFJ,Rex,Toy Story,
11045,ISFJ,Simon Spier,"Love, Simon",2018.0
11046,ISFJ,Theodore Seville,Alvin And The Chipmunks,2007.0
11047,ISFJ,Ian Lightfoot,Onward,2020.0
11048,ISFJ,Pacha,The Emperor'S New Groove,2000.0
11049,ISFJ,Narcissa Malfoy,Harry Potter,
11050,ISFJ,Victoria Everglot,Corpse Bride,2005.0
11051,ISFJ,Kanga,Winnie The Pooh,2011.0
11052,ISFJ,Happy Hogan,Marvel Cinematic Universe,
11053,ISFJ,Treebeard,The Lord Of The Rings,
11054,ISFJ,Chien-Po,Mulan,1998.0
11055,ISFJ,"Pietr Rasputin ""Colossus""",Deadpool,2016.0
11056,ISFJ,Aaron Samuels,Mean Girls,2004.0
11057,ISFJ,Crane,Kung Fu Panda,
11058,ISFJ,Heimdall,Marvel Cinematic Universe,
11059,ISFJ,Flounder,The Little Mermaid,1989.0
11060,ISFJ,Newt,Maze Runner,
11061,ISFJ,Forky,Toy Story,
11062,ISFJ,Lance Corporal William Schofield,1917,2019.0
11063,ISFJ,Alfred Pennyworth,Dc Extended Universe,
11064,ISFJ,Agent Pleakley,Lilo & Stitch,2002.0
11065,ISFJ,Norman Bates,Psycho,1960.0
11066,ISFJ,Penny Fleck,Joker,2019.0
11067,ISFJ,"Ororo Munroe ""Storm""",X-Men Cinematic Universe,
11068,ISFJ,Lady,Lady And The Tramp,1955.0
11069,ISFJ,Mike Hanlon,It,
11070,ISFJ,Tony Rydinger,The Incredibles,
11071,ISFJ,Jasper Hale,Twilight,
11072,ISFJ,Mon Mothma,Star Wars,
11073,ISFJ,Bruni,Frozen,
11074,ISFJ,Eduardo Saverin,The Social Network,2010.0
11075,ISFJ,Lorraine Baines,Back To The Future,
11076,ISFJ,Sven,Frozen,
11077,ISFJ,Carrie White,Carrie,1976.0
11078,ISFJ,Dr. John Watson,Sherlock Holmes,
11079,ISFJ,Princess Anneliese,Barbie As The Princess And The Pauper,2004.0
11080,ISFJ,Nick Carraway,The Great Gatsby,2013.0
11081,ISFJ,Charlie Bucket,Willy Wonka And The Chocolate Factory,1971.0
11082,ISFJ,Stu Price,The Hangover Trilogy,
11083,ISFJ,Joshamee Gibbs,Pirates Of The Caribbean,
11084,ISFJ,Zero Moustafa,The Grand Budapest Hotel,2014.0
11085,ISFJ,May Parker,The Spider-Man Trilogy,
11086,ISFJ,Daniel Dreiberg / Nite Owl Ii,Watchmen,2009.0
11087,ISFJ,Abnegation,Divergent,
11088,ISFJ,Caleb,Ex Machina,2014.0
11089,ISFJ,Melanie Hamilton,Gone With The Wind,1939.0
11090,ISFJ,Jeanette Miller,Alvin And The Chipmunks,2007.0
11091,ISFJ,Mrs. Bucket,Charlie And The Chocolate Factory,2005.0
11092,ISFJ,Leatherface (Original),The Texas Chainsaw Massacre,
11093,ISFJ,Charity Barnum,The Greatest Showman,2017.0
11094,ISFJ,The Dowager,Enola Holmes,2020.0
11095,ISFJ,Tracy Mills,Se7En,1995.0
11096,ISFJ,Fauna,Sleeping Beauty,1959.0
11097,ISFJ,Kala,Tarzan,1999.0
11098,ISFJ,Ed Tom Bell,No Country For Old Men,2007.0
11100,ISFJ,Cricket,Mulan,1998.0
11101,ISFJ,Julie Steffans,Lady Bird,2017.0
11102,ISFJ,Brooks Hatlen,The Shawshank Redemption,1994.0
11103,ISFJ,Peach,Finding Nemo,
11104,ISFJ,Iridessa,Tinker Bell,2008.0
11105,ISFJ,Duchess,The Aristocats,1970.0
11106,ISFJ,Sandy,Grease,1978.0
11107,ISFJ,"Sharon Carter ""Agent 13""",Marvel Cinematic Universe,
11108,ISFJ,Charon,John Wick,
11109,ISFJ,Jean,American Psycho,2000.0
11110,ISFJ,Laurie Strode,Halloween,1978.0
11111,ISFJ,Annie Wilkes,Misery,1990.0
11112,ISFJ,T'Chaka,Marvel Cinematic Universe,
11113,ISFJ,Klaus,Klaus,2019.0
11114,ISFJ,Perrier Lapadite,Inglourious Basterds,2009.0
11115,ISFJ,Gary,Joker,2019.0
11116,ISFJ,Carla Jean Moss,No Country For Old Men,2007.0
11117,ISFJ,Ed Warren,The Conjuring,
11118,ISFJ,Filius Flitwick,Harry Potter,
11119,ISFJ,Juror #2,12 Angry Men,1957.0
11121,ISFJ,Ella,Cinderella,2015.0
11122,ISFJ,Joshua Strongbear,Atlantis: The Lost Empire,2001.0
11123,ISFJ,Superman / Clark Kent,Superman,
11124,ISFJ,Kay Adams,The Godfather,
11125,ISFJ,Leah Burke,"Love, Simon",2018.0
11126,ISFJ,Nancy Thompson,A Nightmare On Elm Street,1984.0
11127,ISFJ,Wybie'S Grandmother,Coraline,2009.0
11128,ISFJ,"Max Dillon ""Electro""",The Amazing Spider-Man,2012.0
11131,ISFJ,Marzia,Call Me By Your Name,2017.0
11132,ISFJ,Sarah Hawkins,Treasure Planet,2002.0
11133,ISFJ,Governor Weatherby Swann,Pirates Of The Caribbean,
11134,ISFJ,Smee,Peter Pan,1953.0
11135,ISFJ,Steve Graham,Hereditary,2018.0
11136,ISFJ,"David Dunn ""The Overseer""",Unbreakable,2000.0
11137,ISFJ,Mia Toretto,The Fast And The Furious,
11138,ISFJ,Roxanne,A Goofy Movie,1995.0
11141,ISFJ,Matthew Cuthbert,Anne Of Green Gables,1985.0
11142,ISFJ,Ragetti,Pirates Of The Caribbean,
11143,ISFJ,Desi Collings,Gone Girl,2014.0
11144,ISFJ,Modesty Barebone,Fantastic Beasts,
11145,ISFJ,Ramonda,Marvel Cinematic Universe,
11146,ISFJ,"Thomas ""Tommy"" Mackenzie",Trainspotting,
11147,ISFJ,Coral,Finding Nemo,
11148,ISFJ,Laura Barton,Marvel Cinematic Universe,
11149,ISFJ,Zuri,Marvel Cinematic Universe,
11150,ISFJ,J.F. Sebastian,Blade Runner,
11153,ISFJ,Nana The Dog,Peter Pan,1953.0
11154,ISFJ,Poppy Pomfrey,Harry Potter,
11155,ISFJ,Dumbo,Dumbo,1941.0
11156,ISFJ,Betty Finn,Heathers,1988.0
11157,ISFJ,Terence,Tinker Bell,2008.0
11158,ISFJ,Lovat Ghost Girl,Coraline,2009.0
11160,ISFJ,Annie James,The Parent Trap,1998.0
11161,ISFJ,Max Durocher,Collateral,2004.0
11162,ISFJ,Elena,Barbie: Fairytopia,2005.0
11163,ISFJ,Marcel,Inglourious Basterds,2009.0
11164,ISFJ,Adrian Pennino,Rocky,
11165,ISFJ,Janet Weiss,The Rocky Horror Picture Show,1975.0
11166,ISFJ,"Olivia Pullman ""Via""",Wonder,2017.0
11167,ISFJ,Fungus,"Monsters, Inc.",2001.0
11168,ISFJ,Val,Star Wars,
11170,ISFJ,Bryce Loski,Flipped,2010.0
11171,ISFJ,Diana Barry,Anne Of Green Gables,1985.0
11172,ISFJ,Vee,Nerve,2016.0
11173,ISFJ,Paul Edgecomb,The Green Mile,1999.0
11174,ISFJ,Rosita,Sing,2016.0
11175,ISFJ,Shmi Skywalker Lars,Star Wars,
11176,ISFJ,Rapunzel,Barbie As Rapunzel,2002.0
11177,ISFJ,Harper Caldwell,Happiest Season,2020.0
11178,ISFJ,Rita,Groundhog Day,1993.0
11179,ISFJ,Krista,The Edge Of Seventeen,2016.0
11182,ISFJ,Joan Lambert,Alien,
11183,ISFJ,Mikael Blomkvist,The Girl With The Dragon Tattoo,2011.0
11184,ISFJ,Jiminy Cricket,Pinocchio,1940.0
11185,ISFJ,Rosemary Woodhouse,Rosemary’S Baby,1968.0
11186,ISFJ,Tom Robinson,To Kill A Mockingbird,1962.0
11187,ISFJ,Rochelle Zimmerman,The Craft,1996.0
11188,ISFJ,Adam Maitland,Beetlejuice,1988.0
11191,ISFJ,Vanessa Kensington,Austin Powers,
11192,ISFJ,Beru Lars,Star Wars,
11193,ISFJ,John Brooke,Little Women,2019.0
11194,ISFJ,John Deacon,Bohemian Rhapsody,2018.0
11195,ISFJ,Bambi'S Mother,Bambi,1942.0
11196,ISFJ,Raju Rastogi,3 Idiots,2009.0
11197,ISFJ,Brenda Strong,Catch Me If You Can,2002.0
11198,ISFJ,Tex,Once Upon A Time In Hollywood,2019.0
11199,ISFJ,Amy Herman,Megan Is Missing,2011.0
11200,ISFJ,Mack,Cars,
11202,ISFJ,Georgina,Get Out,2017.0
11203,ISFJ,Freddy Finkel,Jojo Rabbit,2019.0
11204,ISFJ,The Old Guy,Dr. Strange,1978.0
11205,ISFJ,Friar Tuck,Robin Hood,1973.0
11206,ISFJ,Merkin Muffley,Dr. Strangelove,1964.0
11207,ISFJ,Imoguiri,The Platform / El Hoyo,2020.0
11208,ISFJ,Alfred Pennyworth,Batman,
11209,ISFJ,Odette,Barbie Of Swan Lake,2003.0
11210,ISFJ,Trusty,Lady And The Tramp,1955.0
11211,ISFJ,Maria Stark,Marvel Cinematic Universe,
11212,ISFJ,Johnny Cade,The Outsiders,1983.0
11213,ISFJ,Princess Luciana,Barbie As The Island Princess,2007.0
11214,ISFJ,Schmidt,21 Jump Street,2012.0
11215,ISFJ,Sophie,Portrait Of A Lady On Fire,2019.0
11216,ISFJ,Mi-Do,Oldboy,2003.0
11217,ISFJ,Thomas Curry,Dc Extended Universe,
11218,ISFJ,Juba,Gladiator,2000.0
11219,ISFJ,Oin,The Hobbit,
11220,ISFJ,Angie,Shark Tale,2004.0
11221,ISFJ,Runt,Chicken Little,2005.0
11222,ISFJ,Flit,Pocahontas,1995.0
11223,ISFJ,Vanessa Loring,Juno,2007.0
11224,ISFJ,Mary Sanderson,Hocus Pocus,1993.0
11225,ISFJ,Sultan,Aladdin,2019.0
11226,ISFJ,Mrs. White,Clue,1985.0
11227,ISFJ,Cinderella,Into The Woods,2014.0
11228,ISFJ,Paul Kirby,Jurassic Park / Jurassic World,
11229,ISFJ,Prince Edward,The Princess Switch,2018.0
11230,ISFJ,"Eduard ""Del"" Delacroix",The Green Mile,1999.0
11231,ISFJ,Alana,The Little Mermaid,1989.0
11232,ISFJ,Carter Davis,Happy Death Day,
11233,ISFJ,Arthur Dent,The Hitchhiker'S Guide To The Galaxy,2005.0
11234,ISFJ,Soren,Marvel Cinematic Universe,
11235,ISFJ,Hob Vendor,The Hunger Games,
11236,ISFJ,Nita,Brother Bear,2003.0
11237,ISFJ,Her (Earth),Mother!,2017.0
11238,ISFJ,Norex,Marvel Cinematic Universe,
11240,ISFJ,Carrie Eakin,Eternal Sunshine Of The Spotless Mind,2004.0
11242,ISFJ,Santa Claus,The Nightmare Before Christmas,1993.0
11243,ISFJ,Capt. Oliver Queenan,The Departed,2006.0
11244,ISFJ,Elaine Dickinson,Airplane!,1980.0
11245,ISFJ,Bomb,The Angry Birds Movie,2016.0
11246,ISFJ,Ozzie,Over The Hedge,2006.0
11247,ISFJ,Tess Ocean,Ocean'S Eleven Trilogy,
11248,ISFJ,Emperor Joseph Ii,Amadeus,1984.0
11249,ISFJ,Adi Gallia,Star Wars,
11250,ISFJ,Agen Kolar,Star Wars,
11251,ISFJ,Iris Simpkins,The Holiday,2006.0
11252,ISFJ,Daniel,Love Actually,2003.0
11253,ISFJ,Edward Ferrars,Sense And Sensibility,1995.0
11256,ISFJ,P.J. Pete,A Goofy Movie,1995.0
11261,ISFJ,Giles,The Shape Of Water,2017.0
11262,ISFJ,Bernard,The Rescuers,1977.0
11263,ISFJ,Prince Proteus,Sinbad: Legend Of The Seven Seas,2003.0
11264,ISFJ,Sheryl Hoover,Little Miss Sunshine,2006.0
11265,ISFJ,Tracy Freeland,Thirteen,2003.0
11266,ISFJ,Benjamin Lockwood,Jurassic Park / Jurassic World,
11267,ISFJ,Alfred,The Lego Movies,
11268,ISFJ,He Qiwu/Cop 223,Chungking Express,1994.0
11271,ISFJ,Private Cowboy,Full Metal Jacket,1987.0
11272,ISFJ,Paul Safranek,Downsizing,2017.0
11274,ISFJ,William Kunstler,The Trial Of The Chicago 7,2020.0
11275,ISFJ,Phil Parma,Magnolia,1999.0
11280,ISFJ,Kylie,Fantastic Mr. Fox,2009.0
11282,ISFJ,Copper,The Fox And The Hound,1981.0
11283,ISFJ,Gerda,Frozen,
11284,ISFJ,Larry Mcpherson,Lady Bird,2017.0
11285,ISFJ,Katherine,The Witch,2015.0
11286,ISFJ,Jill Tuck,Saw,2004.0
11287,ISFJ,Wilm Hosenfeld,The Pianist,2002.0
11288,ISFJ,Ursula Ditkovich,The Spider-Man Trilogy,
11289,ISFJ,"Glenn/Glenda ""Shitface""",Chucky,
11290,ISFJ,Marcus Abbott,A Quiet Place,2018.0
11291,ISFJ,Therese Lisbon,The Virgin Suicides,1999.0
11292,ISFJ,Grand Duke,Cinderella,1950.0
11293,ISFJ,Zane,The Lego Movies,
11295,ISFJ,Wilson,Cast Away,2000.0
11297,ISFJ,Elizabeth James,The Parent Trap,1998.0
11299,ISFJ,Sors Bandeam (Youngling),Star Wars,
11301,ISFJ,Jane Banks,Mary Poppins,1964.0
11303,ISFJ,Max Cherry,Jackie Brown,1997.0
11304,ISFJ,Officer Jim Kuring,Magnolia,1999.0
11307,ISFJ,Aaron,The Prince Of Egypt,1998.0
11308,ISFJ,Admiral Statura,Star Wars,
11309,ISFJ,Grace Harper,Terminator,
11310,ISFJ,Officer Anne Lewis,Robocop,
11311,ISFJ,Charles Deetz,Beetlejuice,1988.0
11312,ISFJ,Dr. Arbuthnot,Murder On The Orient Express,2017.0
11313,ISFJ,Clarence Odbody,It'S A Wonderful Life,1946.0
11314,ISFJ,Petra,Last Christmas,2019.0
11315,ISFJ,"Marty Mcfly, Jr",Back To The Future,
11316,ISFJ,"Andrea ""Andy"" Carmichael",The Goonies,1985.0
11317,ISFJ,Marge Sherwood,The Talented Mr. Ripley,1999.0
11318,ISFJ,Elina,Barbie Mariposa,
11319,ISFJ,Mae Holland,The Circle,2017.0
11320,ISFJ,Saju,Extraction,2020.0
11321,ISFJ,Sarabi,The Lion King,2019.0
11322,ISFJ,Cindy,Blue Valentine,2010.0
11324,ISFJ,Seong-Kyeong,Train To Busan,2016.0
11328,ISFJ,Mary Swanson,Dumb And Dumber,1994.0
11329,ISFJ,John Merrick,The Elephant Man,1980.0
11331,ISFJ,Knowsmore,Wreck-It Ralph,
11332,ISFJ,Amelia,The Babadook,2014.0
11335,ISFJ,Susanna,Rain Man,1988.0
11336,ISFJ,Kaydel Ko Connix,Star Wars,
11338,ISFJ,Yasmin,Bratz: The Movie,2007.0
11339,ISFJ,Carmen Vidal,Pan'S Labyrinth,2006.0
11340,ISFJ,Tork Maddox,Hot Wheels World Race / Acceleracers,
11341,ISFJ,Leo Borlock,Stargirl,2020.0
11342,ISFJ,Petrie,The Land Before Time,1988.0
11343,ISFJ,Lena Kaligaris,The Sisterhood Of The Traveling Pants,2005.0
11345,ISFJ,"Elizabeth ""Beth"" March",Little Women,1994.0
11346,ISFJ,Kai,Frozen,
11347,ISFJ,Sunday,What Happened To Monday,2017.0
11348,ISFJ,Ba Ba (Dad),Over The Moon,2020.0
11350,ISFJ,Ashlyn,Barbie In The 12 Dancing Princesses,2006.0
11353,ISFJ,Anna Scott,Notting Hill,1999.0
11356,ISFJ,Aibileen Clark,The Help,2011.0
11359,ISFJ,Milo,Jumanji,
11361,ISFJ,Lani Tam,Hot Wheels World Race / Acceleracers,
11364,ISFJ,Milton Waddams,Office Space,1999.0
11365,ISFJ,David,The Fifth Element,1997.0
11367,ISFJ,Cleo,Roma,2018.0
11368,ISFJ,Marvin Nash,Reservoir Dogs,1992.0
11369,ISFJ,Toaster,The Brave Little Toaster,1987.0
11370,ISFJ,Brian Roberts,Cabaret,1972.0
11371,ISFJ,O.B. Jackson,The Hateful Eight,2015.0
11372,ISFJ,Zach Taylor,Super Dark Times,2017.0
11373,ISFJ,Sally Owens,Practical Magic,1998.0
11374,ISFJ,Harold Mitchell,A Streetcar Named Desire,1951.0
11375,ISFJ,Mrs. Potts,Beauty And The Beast,2017.0
11376,ISFJ,Taun We,Star Wars,
11377,ISFJ,Detective Garrity,Joker,2019.0
11378,ISFJ,Trufflehunter,The Chronicles Of Narnia,
11380,ISFJ,Magalie,Intouchables,2011.0
11381,ISFJ,Randi Chandler,Manchester By The Sea,2016.0
11384,ISFJ,Acres,The Poseidon Adventure,1972.0
11385,ISFJ,Edward Masterman,Murder On The Orient Express,2017.0
11387,ISFJ,Peter Miles,Ford V Ferrari / Le Mans '66,2019.0
11388,ISFJ,Bonnie Lisbon,The Virgin Suicides,1999.0
11389,ISFJ,Connie,Midsommar,2019.0
11391,ISFJ,Pilar Estravados,Murder On The Orient Express,2017.0
11394,ISFJ,Thunderbird,Fantastic Beasts,
11395,ISFJ,Lena Leonard,Punch-Drunk Love,2002.0
11396,ISFJ,Louis,Ice Age,
11401,ISFJ,The Barber,The Great Dictator,1940.0
11403,ISFJ,Rachel,The Kissing Booth,
11404,ISFJ,Billy Freeman,Doctor Sleep,2019.0
11408,ISFJ,Blanche Hudson,What Ever Happened To Baby Jane?,1962.0
11410,ISFJ,Dora Orefice,Life Is Beautiful,1997.0
11413,ISFJ,Bonnie Grape,What'S Eating Gilbert Grape,1993.0
11414,ISFJ,Romina,The Place Beyond The Pines,2012.0
11415,ISFJ,The Doctor,John Wick,
11416,ISFJ,Deltoid,A Clockwork Orange,1971.0
11417,ISFJ,Euphegenia Doubtfire,Mrs. Doubtfire,1993.0
11418,ISFJ,Lillian Donovan,Bridesmaids,2011.0
11421,ISFJ,Cromartie (T-888),Terminator,
11422,ISFJ,Evangeline,Nanny Mcphee,2005.0
11423,ISFJ,Milea,Dilan 1990,2018.0
11424,ISFJ,Tanya,Twilight,
11425,ISFJ,Erica Barry,Something'S Gotta Give,2003.0
11427,ISFJ,Bonasera,The Godfather,
11428,ISFJ,Mum,A Clockwork Orange,1971.0
11434,ISFJ,Mrs. Otterton,Zootopia,2016.0
11438,ISFJ,Kate Brewster,Terminator,
11439,ISFJ,Peter,Funny Games,2007.0
11441,ISFJ,Mary Jane Watson,Spider-Man: Into The Spider-Verse,2018.0
11446,ISFJ,Nathaniel,Enchanted,2007.0
11451,ISFJ,Dylan Hiller,Independence Day,1996.0
11455,ISFJ,Nonnie Parry,The Poseidon Adventure,1972.0
11456,ISFJ,Charlotte Kutaway,The Princess Diaries,
11457,ISFJ,Alyssa Greene,The Prom,2020.0
11458,ISFJ,Gypsy,A Bug'S Life,1998.0
11461,ISFJ,Lucille,A Monster In Paris,
11465,ISFJ,Jenna,Balto,1995.0
11466,ISFJ,Grandma Josephine,Charlie And The Chocolate Factory,2005.0
11467,ISFJ,Jack Booker,The Christmas Chronicles,
11469,ISFJ,Barbie,The Barbie Diaries,
11470,ISFJ,Tonya Gromeko,Doctor Zhivago,1965.0
11471,ISFJ,Veronica Vaughn,Billy Madison,1995.0
11472,ISFJ,Yarael Poof,Star Wars,
11473,ISFJ,Strawberry Fields,James Bond,
11474,ISFJ,Chattar Lal,Indiana Jones,
11475,ISFJ,Young Masbath,Sleepy Hollow,1999.0
11476,ISFJ,Boss,Isle Of Dogs,2018.0
11477,ISFJ,Janice Templeton,Boss Baby,2017.0
11478,ISFJ,Hans Kieslowski / The Quaker,Seven Psychopaths,2012.0
11479,ISFJ,Michael Teo,Crazy Rich Asians,2018.0
11485,ISFJ,Greg,The Disaster Artist,
11486,ISFJ,Cadet/Off./Sgt. Laverne Hooks,Police Academy,
11487,ISFJ,Jason Cross,High School Musical,
11490,ISFJ,Silvanito,The Dollars Trilogy,
11491,ISFJ,Victor,The Hunchback Of Notre Dame,1996.0
11493,ISFJ,Hildegarde Schmidt,Murder On The Orient Express,2017.0
11495,ISFJ,Jud Crandall,Pet Sematary,2019.0
11498,ISFJ,Bobi Jewell,Richard Jewell,2019.0
11499,ISFJ,Alfred Pennyworth,Batman & Robin,1997.0
11501,ISFJ,Mary Boleyn.,The Other Boleyn Girl,
11502,ISFJ,Queen Belle,Descendants,
11503,ISFJ,Fritz,Despicable Me,
11504,ISFJ,Laura Vasquez,Men In Black,
11506,ISFJ,May Welland,The Age Of Innocence,1993.0
11507,ISFJ,Terkel,Terkel In Trouble,
11508,ISFJ,Pink'S Father,Pink Floyd: The Wall,
11512,ISFJ,Urgl,The Neverending Story,1984.0
11513,ISFJ,Dorn,Bad Boys,
11514,ISFJ,Lucy Tucci,Home,2015.0
11518,ISFJ,Noah,After,
11520,ISFJ,Franklin Birch,Prisoners,2013.0
11521,ISFJ,Samuel Gruber,Paddington,2014.0
11522,ISFJ,Rock Biter,The Neverending Story,1984.0
11524,ISFJ,Nossa Senhora,O Auto Da Compadecida,
11527,ISFJ,Seo-Yeon,The Call,2020.0
11528,ISFJ,Tommy Webber,Galaxy Quest,1999.0
11529,ISFJ,Perdita,One Hundred And One Dalmatians,1961.0
11530,ISFJ,Becky Demuth,In The Tall Grass,2019.0
11531,ISFJ,April,Palo Alto,2013.0
11532,ISFJ,Gelsomina,La Strada,1954.0
11535,ISFJ,Lynn'S Father,Bad Genius,
11536,ISFJ,Amber,Sucker Punch,2011.0
11537,ISFJ,Ms. Sarah Madison,Detachment,
11538,ISFJ,Sigrid,The Hobbit,
11539,ISFJ,Ratchet,Transformers,
11540,ISFJ,Lorenzo Anello,A Bronx Tale,1993.0
11541,ISFJ,Scott Thomas,Eurotrip,2004.0
11542,ISFJ,Sister Encarnacion,Nacho Libre,2006.0
11543,ISFJ,Mitsuko Ozawa,The Forest Of Love,2019.0
11544,ISFJ,Micky Ward,The Fighter,2010.0
11545,ISFJ,Charlotte Russell,The Devil All The Time,2020.0
11546,ISFJ,Margaret White,Carrie,2013.0
11547,ISFJ,Irene Cassini,Gattaca,1997.0
11548,ISFJ,Cedric Brown,Nanny Mcphee,2005.0
11549,ISFJ,Itchy Itchiford,All Dogs Go To Heaven,1989.0
11550,ISFJ,Dan,Mulholland Drive,2001.0
11551,ISFJ,Charlie Baileygates,"Me, Myself & Irene",2000.0
11553,ISFJ,Milton The Magician,The Prestige,2006.0
11554,ISFJ,Emily Summerspring,Bad Times At The El Royale,2018.0
11556,ISFJ,"Joseph ""Robbie"" Robertson",The Spider-Man Trilogy,
11557,ISFJ,Ruth Buggs,Paul,2011.0
11558,ISFJ,Tina,Chicken Little,2005.0
11559,ISFJ,Number Two,The Pirates! In An Adventure With Scientists!,2012.0
11560,ISFJ,Fredrickson,One Flew Over The Cuckoo'S Nest,1975.0
11561,ISFJ,Chief Officer Henry Tingle Wilde,Titanic,1997.0
11562,ISFJ,Bill Houston,Dancer In The Dark,2000.0
11563,ISFJ,Dexter,Good Burger,1997.0
11564,ISFJ,Háma,The Lord Of The Rings,
11565,ISFJ,Emelie Ekdahl,Fanny And Alexander,
11567,ISFJ,Annie Sullivan,Road To Perdition,2002.0
11568,ISFJ,Miss Giddens,The Innocents,1961.0
